Book,Chapter,Verse,Scripture
40,1,24,"Iyukóvone neko Yûse, itúkoa neko emó'uinoa ánju. Ako kuríkapa Mâriya, yane kâsatuxonehiko."
40,1,25,Itea kóyeane âvoyea yúha'ixa imókone ipuhíko neko kalivôno. Yoko Jesus íhaxea Yûse ne kalivôno.<CM>
40,2,1,"<TS1>Oposíkoa hána'iti ko'éxoneti ne kalivôno, natínamo jûdeu<Ts>Enepo ipuhíkone Jesus yara kúveu mêum, Mbélem ipúhiko, pitivóko ya Njúdeya. Yaneko káxehiko, kaxénake itúkeovo nâti ne Êrodi, apé koéne hóyenohiko simôti ya Njeruzálem ukeâti úkeaku ihâroti. Enepohikone hóyeno, koati hána'iti ko'éxoneti ihíkaxovoti koeku hékerehiko."
40,2,2,"Simoné'eya, hara koe épemoke xanéhiko:<CM>—‍Na óvo ne hóyeno kalivôno ínati ipuhíko, enepone natínamo jûdeuhiko? Kenó'okinoke ûti, vo'oku koeku vóvea vóvokuke ya úkeaku ihâroti, noixoâti ûti ne hékere hoénaxovope. Vihayú'ikoponoati simínoke ûti —‍koe yûho.<CM>"
40,2,3,"Kamoáne Êrodi neko koekúti, yupihovó koene itúkinoa isóneu. Uhá kôe xanéhiko ya Njeruzálem itúkinoamaka isóneu."
40,2,4,"Yane ho'úxoanehiko Êrodi ne uhá koeti tutíhiko inuxínoti jûdeu hó'eke yóko'o ne ihíkaxotihiko ya hó'eke, ina epemó'ikoahiko koeku yuho porófeta mekúke ipúhikokumo ne Mésiya, enepone páhoe Itukó'oviti koíteovo xâne."
40,2,5,"Ina yumopâhiko:<CM>—‍Mbélem ya Njúdeya, enemo ipúhiko. Vo'oku hara kôe ne yútoe porófeta koyúhoti emo'u Itukó'oviti mekúke:<CI>"
40,2,6,"<PI>“Enepone Mbélem ya poké'exa Njúdeya, ako apáya'i itea haina ákoti itúkokonoke ya xapákuke ne koati hána'itinoe pitivóko ya Njúdeya, vo'oku énomonemo íhonea ne pahúkoti, enepone inuxínoatimo ne njanéna íhae Izarâe” kôe.<CI><PI7>Miquéias 5.2<CM>"
40,2,7,"Yane he'onó kíxoane Êrodi iháxikea neko hóyenohiko ukeâti úkeaku ihâroti, epemó'ikoati itukóvotiye káxe koane kohê ipúhikeaku neko hékere noíxonehiko."
40,2,8,"Ina pahukoâhiko ya Mbélem. Hara kíxoa:<CM>—‍Pîhe, kókoyuse íxea yépemo'iki koêku ne kalivôno. Enepomo inixépanane, yéta'akapanumo motovâtimaka mbíheaya inzáyu'ikoponea —‍kíxoane.<CM>"
40,2,9,"Úkeane pího neko hóyenohiko ixikó'okoanehiko nâti. Ya xenékuke, ápeponemaka ne hékere, enepone noíxonehiko koeku óvea óvokuke ya úkeaku ihâroti inuxó kó'iyea tumúnekehiko tukú koeti símo xoko yónoku. Simoné'e xoko óvoku ne kalivôno, xe'ó koéne neko hékere koati oúkeke."
40,2,10,"Noixópanemaka hóyenohiko neko hékere, yupihovó koéne úhepeyeahiko isóneu koane êno elókeko okóvo."
40,2,11,"Ina urúkovahiko neko ovokúti, yane noíxoane ne kalivôno yoko Mâriya, êno. Ipuyuké kó'iyeanehiko nonékuke ne kalivôno ihayú'ikoati, koane míhe'okeahiko neko íhaku iparáti omínoakehiko ina porexôa neko omínoake, ôro, yoko kohépiti xêru êno úheti ihópune koéhati mîra, yoko po'inu xêru koéhati ísensu.<CM>"
40,2,12,Ina kouhápu'ikinoa Itukó'oviti neko hóyenohiko ya hopúneke ákoyeane vekapa xoko Êrodi. Énomone vekópinohiko po'íke xêne koeku aúkopeovo poké'exake.<CM>
40,2,13,"<TS1>Ikóho'ixoa Yûse ne Mâriya yoko Jesus ya Ejítu<Ts>Enepo pihopóne neko hóyenohiko noixóponoti Jesus, yane símoane ánju ne Yûse ya hopúneke. Hara kíxoa:<CM>—‍Keúsakapu, yáma ne kalivôno yoko êno. Íkeha'ixa ya Ejítu. Yâvaheixanemo tukú koeti endá'akapapimaka motó'iyeovanemo yaúkopivo, vo'oku opósi'ixoane Êrodi ra kalivôno kaha'âti koépekea —‍kíxoane.<CM>"
40,2,14,"Yane koúsokovone Yûse, úkeane pího ya yóti ikóho'ixoati ne kalivôno yoko êno ya Ejítu."
40,2,15,"Ôvoheixoane ya Ejítu tukú koeti ivokóvone Êrodi. Kó'inokeneye maka kaúsakapune neko yuho Vúnae ya xoko porófeta koyúhoti emo'u Itukó'oviti mekúke, enepone koêti: “Koeku ukópea Ejítu, undíne ihaxíkopa neko nje'éxa” koêti.<CM>"
40,2,16,"<TS1>Koepékexokono neko inámatiko kalivôno<Ts>Exoâne Êrodi itúkeovo aupú'ikoatine hóyenohiko ukeâti úkeaku ihâroti, yupihovó koene ímaikeovo. Yane pahúkoane koépekexeokono neko uhá koeti inámatiko kalivôno ya Mbélem pi'âtine xoénaena poké'eke, koánemaka xapa ko'óvokutihiko oveâti xêrerekuke. Itúkinovoke kalivôno pi'âtine xoénaena poké'eke vo'oku yûho neko hóyenohiko ukeâti úkeaku ihâroti kuteâti yé'akeneye xoénae ike ipúhikine neko hékere."
40,2,17,"Yane koúsokovone neko kúxoti yútoe porofeta Njerémiya, enepone koêti:<CI>"
40,2,18,"<PI>“Ya Râma, ápe kámone xanéhiko, êno hónoti iyókexoti kotíveti koeku yaíkea. Manîrapo Rákeu iyôti vo'oku xe'éxaxapa. Yoko ako itoâti iyúni'ikea vo'oku heú koe ívohikeovo xe'éxaxapa” koêti.<RF>Enepone Rákeu kíxone porófeta, énomone neko yeno Njáko, oxú'ikene ne jûdeuhiko. Kene yara yútoe Máteu, koati kixo'êkoti uhá koeti senóhiko jûdeu ya Mbélem koepékokonoti xe'éxa.<Rf><CI><PI7>Njerémiya 31.15<CM>"
40,2,19,"<TS1>Ukopêa Ejítu ne Yûse<Ts>Ivokóvone neko Êrodi, apé kó'ino Yûse ya hopúneke ne ánjuna Vúnae. Yoko Ejítuke ovó'iko ne Yûse. Hara kíxoa ánju:<CM>"
40,2,20,"—‍Keúsakapapune, yamápanemaka ne kalivôno yoko êno, yaúkapapune ya poké'exa Izarâe, vo'oku ivókovonehiko neko kaha'âti koépekea ne kalivôno —‍kíxoane.<CM>"
40,2,21,Yane omópane Yûse ne kalivôno yoko êno. Poké'exa Izarâe yonópohiko.
40,2,22,"Itea eyekóxoane Yûse itúkeovo Arkílau, xé'a Êrodi, ahe'ókopo haíkene natíxea ya Njúdeya, píkoane yonópeaya. Yane éxokoa Itukó'oviti ne Yûse yonópokumo ya hopúneke. Énomone pihópino Ngalíleyake"
40,2,23,"xoko pitivóko koéhati Nazâre. Kó'inokeneye, koati tokopóvoti neko kúxoti yuho porófeta mekúke, enepone koêti: “Iháxeokonotimo íhae Nazâre” koêti.<CM>"
40,3,1,"<TS1>Koeku yuho Xuaum Mbátita xapa xanéhiko<Ts><TS3><i>(Mk 1.1-8; Lk 3.1-18; Xu 1.19-28)</i><Ts>Yaneko mekúke, pîho Xuaum Mbátita ya Njúdeya yaneko mêum ákoti apêti, koyúhoti emo'u Itukó'oviti xapa xâne kamokénoponoati."
40,3,2,"Hara kôe:<CM>—‍Ikétivexanoe iséneuke ne pehúnevo koane kiríkapa, vo'oku yé'exovone kaxena natíxea ne Íhae Vanúke xapa xâne —‍kíxoane.<CM>"
40,3,3,Yoko Xuaum Mbátita kíxo ne porofeta Izâiya mekúke yaneko kó'iyeaku:<CI><PI>“Énomonemo ne kohonókoti emó'u ya mêum ákoti apêti xapa xâne kamokénoponoati. Haramo koe yûho: ‘Míhe'akinanoe oxéne ne Vúnae itúkea ítuke xepákukenoe. Kéyusea kixeku itíkivo nonékuke’ ” kôe.<CI><PI7>Izâiya 40.3<CM>
40,3,4,Yoko evo'i kámelu itúko ípovo neko Xuâum. Vakamóto itúko hô'e. Kene vohóho yoko ho'o mópo íhae mêum itúko nîka.
40,3,5,"Enepohikoneko íhae pítivokona Njeruzálem, yoko uhá koeti íhae Njúdeya, koane uhá koeti íhae xe'ókuke ne huvêo iháxoneti Njôrdaum, pihóhiko kamokénoponoti Xuâum."
40,3,6,"Enepohikone xâne koyuhópoti pahúnevo, áhikoahiko Xuâum yane huvêo.<CM>"
40,3,7,"Noixoâne Xuâum símeahikomaka êno farîzeu yoko sadúseu, enepohikone payásoti ya hó'eke jûdeu, hara kíxovokoxoa:<CM>—‍Itínoe ámoripono xâne kutí koeti koati ipúhokovoti koéxoe, ikítixatinoe itívoatimo ne ipíhoponopemo Itukó'oviti pohúneti vo'oku yáhikivo njokóyoke? Ako kalíhuina!"
40,3,8,Konókoti itíkinoe únati motovâti iyúseyea itíkivonoe ikotívexoati isóneuke ne pahúnevo koane kirikópati.
40,3,9,"“Uti ámoripono Âbraum” hákonoe koe iséneupinovo, pe'okoâti itíkivo aha Itukó'oviti vo'ókuke. Vo'oku eneponi itukápu énomone kahá'a ne Itukó'oviti, mani pahukoâti itúkopeovo ámoripono Âbraum ra itátanehiko mopôi.<CM>"
40,3,10,"—‍Kuteâti koêku ne povôti usó koyêtine tetúkea tikótihiko ukeâti poéheveke, enepohikone uhá koeti ákoti parêxa únati há'i, ina kurikókono yúkuke, énomonemakamo kíxoaneye Itukó'oviti ne xâne váhere kixoku itúkeovo."
40,3,11,"Kaná'uti ánjikeopinoe ya úne, yéxokovope ikétivexi iséneuke ne pehúnevo koane kirikópati, itea ya ingénepoke, harakénemo koati hána'iti teyonéti ya undíke. Muhíkova anjí'okeova koane omínoam perékatana, ako omóndokea. Énomonemo ahíko xâne, haînati ya úne itea ya xunákoke Sasá'iti Omíxone Itukó'oviti, enepone kutí koetimo xunako yúku kasása'ikea."
40,3,12,"Kutí koetímo xâne omó'ixoti kasása'ikope ya vo'ókuke, kuteâti ápa. Kuteâti kixókonoku tirîku kasasá'ikokono, énomonemo kixóneye xâne nê'e. Kuteâti kixókonoku ha'i tirîku ipíhopokono íhakuke, énomonemo kixóneye xâne únati kixoku itúkeovo. Kene ne xâne kutí koeti tuti tiríku ákoti aunáti, oro'ókoatinemo yúkuke xoko ákotinemo ípukeovoku —‍kíxovokoxoane Xuaum Mbátita.<CM>"
40,3,13,"<TS1>Koeku ahíko Jesus ne Xuaum Mbátita<Ts><TS3><i>(Mk 1.9-11; Lk 3.21-22; Xu 1.31-34)</i><Ts>Yaneko káxehiko, ipúhikea Ngalíleya ne Jesus. Hara yóno huveóke, enepone Njôrdaum, motovâti áhikeovo xoko Xuaum Mbátita."
40,3,14,Ina kixôa Xuâum:<CM>—‍Mani îti motokêa áhikeonu itea itukovó koe ûndi yépemo áhikeopi —‍kíxoane.<CM>
40,3,15,"Ina yumopâ Jesus:<CM>—‍Ako yuvâti vo'oku koeku kó'iyeaneye, koati kousókoati ûti ne uhá koeti ínixone Itukó'oviti itúkeovo ponóvoti —‍kíxoane.<CM>Yane kúteanemaka isóneu Xuaum Mbátita, áhikoane."
40,3,16,"Ehá'axo ipúhikopea úne ne Jesus yaneko ahíkovo, mihe'ó kó'inoane vanúke koane noíxea Sasá'iti Omíxone Itukó'oviti evesékoti xokóyoke kutí koeti kurûte."
40,3,17,"Énomone yanê'e, apé koene emo'úti inu'íxoti vanúkeke kámone. Hara kôe:<CM>—‍Eneporâ'a, énomone Nje'éxa koati ákoti omotóva ongóvo, porexónuti hána'iti elókeko ongóvo —‍kôe.<CM>"
40,4,1,"<TS1>Hixopâ Ndeâpu íkorokea ne Jesus<Ts><TS3><i>(Mk 1.12-13; Lk 4.1-13; Êb 2.18, 4.15)</i><Ts>Énomone yaneko ike áhikinevo ne Jesus, ómane Sasá'iti Omíxone Itukó'oviti ya mêum ákoti apêti, hixopâti Ndeâpu íkorokea pahunévotike."
40,4,2,"Itopónone koarenta koeti káxe koane koarenta koeti yóti ákoyea nîka ne Jesus, yane épekoane hímakati."
40,4,3,"Yanê'e, pihínoane Ndeâpu, enepone íkorokenati xâne pahunévotike. Hara kíxoa:<CM>—‍Enepo itikápuxo Xe'exa Itukó'oviti, pehúkaikopo sá'iri'okopeovo pâum ra itátanehiko mopôi —‍kíxoane.<CM>"
40,4,4,"Ina kixôa Jesus:<CM>—‍Hara koe yutoéti emó'uke Itukó'oviti: “Haina póhutine nikokónoti koxunáko xâne, itea kóxunakomaka ne uhá koeti emó'uinovi Itukó'oviti” kôe —‍kíxoane Jesus.<CM>"
40,4,5,"Úkeane óma Ndeâpu ya Njeruzálem, enepone iháxoneti Sasá'iti Pitivóko. Hara iyónoa xoko koati vanúke'exeaku yane hána'iti imokóvokuti, enepone témpulu"
40,4,6,"ina kixôa:<CM>—‍Enepo itikápuxo Xe'exa Itukó'oviti, kepúhakapu poké'eke yukîti ra vanúke, vo'oku hara kôe ne yutoéti ya emó'uke Itukó'oviti:<CI><PI>“Pahukoâtimo Itukó'oviti ne ánjuhiko, enepone ovóxe íhae vanúke kóyonoyeopi. Énomonemo namukópopi ya vô'u maka hákone okó'okoa mopôi ne hîvi” kôe —‍kíxoane Ndeâpu.<CI><PI7>Sâramu 91.11-12<CM>"
40,4,7,"Itea hara kíxoa Jesus:<CM>—‍Ako kalíhuina, vo'oku haramaka kôe ya po'íke yutoéti emó'uke Itukó'oviti: “Hako yoposí'okovo Yúnae Itukó'oviti” kôe —‍kíxoane.<CM>"
40,4,8,"Ina omopómaka Jesus ne Ndeâpu oúke êno hána'iti mopôi, exókoati uhá koeti pahúkoku payásotihiko yara kúveu mêum, koáne ne êno úhe'ene"
40,4,9,ina kixôa:<CM>—‍Mborexópeatimo uhá koêti ra koekúti neíxone kó'oyene enepo ipiyíkexa nonénguke kutí kixénuti Itukó'oviti —‍kíxoane.<CM>
40,4,10,"Ina kixôa Jesus:<CM>—‍Yahíkuxipunu Satanaé, vo'oku hara kôe emó'uke Itukó'oviti: “Ópoehane Yúnae Itukó'oviti ipíyikexino. Poéhane motovâ kíxeokononeye” kôe —‍kíxoane.<CM>"
40,4,11,"Noixoâne Ndeâpu ákoyea íta, yane ahíkuxopeovane. Yane ápehiko ánju, enepone ovoxe Itukó'oviti ukeâti vanúke simohíkoati ne Jesus kaxunákoponoati.<CM>"
40,4,12,"<TS1>Inâ turîxo ítuke ne Jesus ya Ngalíleya<Ts><TS3><i>(Mk 1.14-15; Lk 4.14-15)</i><Ts>Exoâne Jesus iká'akeovone ne Xuaum Mbátita, aúkopovo ya Ngalíleya."
40,4,13,Pohu vekó koepo Nazâre yonópoti Kafanâum. Hane óvo ne pitivóko xe'ókuke Mar-na Ngalíleya xoko po'i iháxakoku poké'exa Ngalíleya iháxoneti Nzebûlom yoko Nafitáli.
40,4,14,"Énomone yaneko pihópeaku Jesus ya Ngalíleya, koúsokoa ne yútoe porofeta Izâiya mekúke koyuhó'iyeati koêku, enepone koêti:<CI>"
40,4,15,"<PI>“Enepone poké'e íhauti Nzebûlom yoko Nafitáli ovoti íyeuke Hána'iti Mar poixô'oke huvêo koéhati Njôrdaum, énomone ne Ngalíleya iháxoneti óvoku ne xanéhiko ákoti itukapu jûdeu."
40,4,16,"<PI>Enepohikone xanéhikoya ovóheixoti hahákutike, noíxone êno hána'iti uhapú'iti. Epó'oxo enepohikone ovâti neko poké'e, óvohikoku xâne hoenáxovotine yonópea ipihóponovokutike, koúhapu'ikoane êno hána'iti uhapú'iti” kôe.<CI><PI7>Izâiya 9.1-2<CM>"
40,4,17,"Énomone yanekôyo, turíxovone ne Jesus koyúhoyea ne emo'u Itukó'oviti. Hara koe yûho xapa xâne:<CM>—‍Ikétivexa iséneuke ne pehúnevo koane kiríkapa, vo'oku kaxénane natíxea ne Íhae Vanúke xapa xâne —‍kôe.<CM>"
40,4,18,"<TS1>Itaíkoa Jesus hókea ne koaturu koeti númikuxokenati<Ts><TS3><i>(Mk 1.16-20; Lk 5.1-11)</i><Ts>Koeku yónea ne Jesus xe'ókuke Mar-na Ngalíleya, tokononé koéne pi'âti kopo'ínukokoti, Símaum iháxoneti Pêturu, yoko Ándere ixómoti kurîko númikuxope vo'oku itúkeovo itúkovokenehiko."
40,4,19,Ina kixoáhiko Jesus:<CM>—‍Hekánunoe. Hainá'ikomo hôe yíxovonoe itea indukópopitinenoemo ihíkaxoti xâne hókeonu —‍kíxoanehiko.<CM>
40,4,20,"Énomone yaneko ókoku ôra, kurí kíxoane neko númikuxope, pihónehiko ikéneke Jesus.<CM>"
40,4,21,"Yane kali tumûneke, tokononé koéne po'i pi'âti kopo'ínukokoti ixómoti koyúseopo númikuxope kúveuke vatékena. Énomone ne Teâku yoko Xuâum, xé'ahiko Nzebêdeu. Yoko ápemaka há'a yane vatékenake. Yane ítaikoane Jesus neko pi'âti hókeamaka."
40,4,22,"Kurí kixónehiko há'a koane vatékena, pihónehiko ikéneke Jesus.<CM>"
40,4,23,"<TS1>Ihíkaxo ne Jesus koane koitóvo êno xâne<Ts><TS3><i>(Lk 6.17-19)</i><Ts>Uhá kíxoa Jesus yónea neko poké'exa Ngalíleya koane íhikaxea emo'u Itukó'oviti ya sinâgoga, enepone íhikaxovoku hó'e jûdeuhiko, koane koyúhoyeamaka ne inámati ihíkauvoti koyúhoti kixoku natíxea Itukó'oviti xapa xâne. Koítovamaka Jesus uhá koeti koêkuti kó'iyeovoku aríne neko xanéhiko."
40,4,24,"Eyekóxokonone koeku ítuke ne Jesus ya uhá koeti poké'exa Sîrea, omókonone uhá koêti ne ka'aríneti xokóyoke. Yoko ako tôpi kó'iyeovoku arinéti yuvâtihiko. Ápe xâne ûroevo ndémoniu. Ápemaka ákoti aunáti tûti pepokehí koêti, koane isayú'ixovoti ákoti ehevákapu mûyo. Koítovahiko Jesus uhá koêti."
40,4,25,"Koati ênoti xâne íhae Ngalíleya hokó'ixoati, koane íhae iháxoneti Yehí Koeti Pitivóko, koánemaka íhae Njeruzálem, yoko íhae Njúdeya, koánemaka íhae poixô'oke huvêo, enepone Njôrdaum.<CM>"
40,5,1,"<TS1>Koeku xâne koati únati koêku nonékuke Vúnae<Ts><TS3><i>(Lk 6.20-23)</i><Ts>Noixoâne Jesus neko êno xâne, pihóne oúke kali mopôi. Ivatákone, ina ahi'ókova íhikauhiko."
40,5,2,"Énomone yanê'e, turíxoane Jesus íhikaxeahiko. Hara kíxovokoxoa:<CM>"
40,5,3,"—‍Koati únati koêku ne xâne inixópovoti itúkeovo hána'iti ikonóko'ixovoti nonékuke ne Íhae Vanúke, vo'oku yonópotimo natíxokuke nê'e.<CM>"
40,5,4,"—‍Koati únati koêku ne xâne hokónuti, iyôti koeku kó'oyene, vo'oku kouhépekopinoatimo Itukó'oviti isóneu.<CM>"
40,5,5,"—‍Koati únati koêku ne xâne ákoti kapayásakapu, vo'oku ítukenemo ra poké'e ika'ínamakapakanane.<CM>"
40,5,6,"—‍Koati únati koêku ne xâne kutí koeti épeu úne yoko épeu hímakati koeku yupíheovo kahá'ayea itúkea ponóvoti nonékuke Itukó'oviti, vo'oku kousókinoatimo Itukó'oviti ne âha.<CM>"
40,5,7,"—‍Koati únati koêku ne xâne seánati, vo'oku koseánakonotimakamo.<CM>"
40,5,8,"—‍Koati únati koêku ne xâne póhutine ponóvoti koekúti opósi'ixo itúkea, vo'oku iníxotimo Itukó'oviti.<CM>"
40,5,9,"—‍Koati únati koêku ne xâne oposí'ixoti íkasaxea omíxone po'ínuhiko xâne, vo'oku iháxeokonotimo xe'exa Itukó'oviti.<CM>"
40,5,10,"—‍Koati únati koêku ne xâne ikoítoponokonoti kotíveti vo'oku únati ítuke, vo'oku yonópotimo natíxokuke Íhae Vanúke.<CM>"
40,5,11,"—‍Koati únati kêkunoe enepo apê ihakópiti, koane vaheréxoti ítukeinopi, koane apémaka ákoti tôpi kixoku yûho itúkoheyea kêku vo'oku itíkivo hokónuti."
40,5,12,"Yupihovó ákoenoe elókeko yokóvo ixekánaneye, vo'oku koati hána'itimo némoepo vanúkeke. Yoko énomonemaka kixókononeye váherexea ítukeinokono neko porófetahiko koyúhoti emo'u Itukó'oviti nóvo, enepohikoneko inúxoti ya utíke.<CM>"
40,5,13,"<TS1>Íhokoa Jesus yúki ne íhikauhiko<Ts><TS3><i>(Mk 9.50; Lk 14.34-35)</i><Ts>—‍Kuteâti koeku itúkeovo únati kixoku koúhekea xánena ne yúki, énomonemaka kénenoeye xapa xâne kîrivokoevo yara kúveu mêum. Itea enepo auké'e taú'iko ne yúki, ákonemo oxéne aúkopinokono taú'iko, yane ákonemo itúkovoke, poéhane kuríkeokono koane kapásikexeokono xoko kuríkokonoku. Yokóhiyanavo mará'inamo yakútea ne yúki ákotine taú'iko.<CM>"
40,5,14,"—‍Kuteâti koeku yúku kouhápu'ikopeti, énomonemaka kénenoeye xapa xâne yara kúveu mêum. Epó'oxo kuteâti koeku pitivóko ovoti oúkeke kali mopôi ákoti itoâti hé'onea, énomonemaka kénenoeye."
40,5,15,"Ako ihúxoti koúhapu'ikope xovo'ú kixoâti, itea enepo ihúxokono, koati xoko ókoku yúku ixíkokono motovâti koúhapu'ikea uhá koeti ovâti ne kúveu ovokúti."
40,5,16,"Énomonemaka ákoeneye únati kixeku itíkivo maka naíxane xanéhiko ne únati ítike, epó'oxo maka iháyu'ikanehiko Itukó'oviti, enepone Yá'a íhae vanúke.<CM>"
40,5,17,"—‍Hákonoe ikitíxa nzimínoti ungé'exoponea ra Ponóvoti Kixovókuti ya yútoeke Muîse, koánemaka ne yútoe porófeta koyúhoti emo'u Itukó'oviti mekúke. Haina nzimínoti ungé'exoponea, itea nzimínoti indúkea uhá koêti ne yutoxóvotiya."
40,5,18,"Koati emo'úti ra yunzó'inopinoe: Koêkumo âvoyea aúke'e ra vanúke koáne ra poké'e, ákomo ápahuina koekúti veyopóvoti yane Ponóvotike Kixovókuti yútoe Muîse. Muhíkova póhuti kali létara itukovo póhuti kali telépu'i, ákomo veyápapu ya koeku âvoyea kaúsakapu uhá koeti yutoxóvotiya."
