Book,Chapter,Verse,Scripture
40,1,11,"Jeconias ebay Josias o'e, Jeconias kitpiyũ ebay dak.<CM>Imẽn Josias o'e, itakomaayũ Israel naxeg̃ebitbit tujowatwan pima Babilônia eipi be. Imẽn o'e dak. Wara'at 14 em osodop(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.14 gerações osodop.<CM>"
40,1,13,Abiúde ebay Zorobabel osunuy. Eliaquim ebay Abiúde osunuy. Azor ebay Eliaquim osunuy.
40,1,14,Sadoque ebay Azor osunuy. Aquim ebay Sadoque osunuy. Eliúde ebay Aquim osunuy.
40,1,15,Eleazar ebay Eliúde osunuy. Matã ebay Eleazar osunuy. Jacó ebay Matã osunuy.
40,1,16,"<sup>(16(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.17)</sup> José Maria itop osunuy. Jacó Maria itop ebay osunuy. Jesus Maria'it osunuy. Cristo i ibutet, ixe Jesus putet."
40,1,17,"\(\(-\)\{\(-\)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.\)\{Series\(\]\],\{\)<CM>"
40,1,18,"Jesus Cristo kapap. Jesus xi José wadip osunuy. Maria i ibutet osunuy. Yukreg̃ o'e, jewebumũn awap. Deus biõg̃buk o'g̃u'ukreg̃.<CM>"
40,1,19,"Yukreg̃ puje, José iboam itaybit o'e. Icẽmat osunuy José. Maria musũsũn pin g̃u osunuy ibaripyũ etabun. Imẽnpuye José ibu'u osunuy jewebumũn. Iba'arẽm suiwat ojuy.<CM>"
40,1,20,"José bit ijop i'e pin pima, Deus ekawẽn tojotjot'ukat ma oajẽm José kay, jexeyxey bima.<CM>— José! — io'e. — Davi diwacat ẽn! Epararam g̃u juy Maria eju jewebumũn ãm(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.ewadip eju. Deus biõg̃buk Xipan o'g̃u'ukreg̃."
40,1,21,I'it je'kap(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.ag̃okatkat'it'it. Ibuten Jesus i esubutetmõg̃. I'it puten. Judeuyũ bewi ikẽrẽat ju'uk je'e ipiat'ajoap puxim — io'e(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.Deus ekawẽn tojotjot'ukat o'e José be.<CL>
40,1,22,Soat ijop o'jebapuk. Deus o'e jekawẽn muwẽnuwẽn'ukayũ be iap tag̃ o'jebapuk.
40,1,24,"Jewurũg̃ puje, José o'e soat Deus ekawẽn tojotjot'ukato'e cebe. Deus ekawẽn tag̃ José o'jewebumũn Maria eju."
40,1,25,"I'it kap awap, o'jepo g̃u buk ceweju. Maria'it o'subutetmõg̃ Jesus i, ikap puje.<CM>"
40,2,1,"O'kap Jesus Belém ka be, Judéia eipi be. G̃ebuje itaybit cĩcãayũ oajẽm Jerusalém ka kay. Kasopta jujuap itaybit cĩcã ip. Herodes Judeuyũ kukuk'ukat pima, oajẽm ip. Kaxijẽmap eipi bewi oajẽm ip.<CM>"
40,2,2,— Poce bekicat omuy? — io'e ip. — Xeku Judeuyũ kukuk'ukan em(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.ixe bekicat. Kasopta ocetajojo oceka be(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.kaxijẽmap eipi be. Tawaru ma o'jedaebapuk. Imẽnpuye ocetaybit bekicat o'kap iam. Ya'õbacaat xeku. Ocajẽm ixe mubuyxi am — io'e ip.
40,2,3,"Imẽnpuye Herodes yag̃uybabi'ũm o'e, Jerusalém ka watwat tak.<CM>"
40,2,4,Judeuyũ epaĩyũ kukukayũ o'tomuwã Herodes. Moisés ekawẽn imutaybitbin'ukayũ dak o'tomuwã ixe. O'je'awero ip Herodes kay.<CM>— Poce Deus emunaẽ je'kap? — io'e cebe ip.<CM>
40,2,5,"— Belém ka be, Judéia eipi be — io'e ip Herodes pe. — Imẽn Deus ekawẽn muwẽnuwẽn'ukat kuy tupmubararag̃ o'e(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.Deus ekawẽntup."
40,2,6,"Kuy o'e:<CM><PI>Belém ka bewi eykukukat omuyku(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.Judá eipi bewi. Imẽnpuye iboceayũ je'e iboap ika mubog̃ubog̃. Eykukukat Israel naxeg̃ebitbit mujujum je'e. Imẽnpuye ikabog̃ je'e iboka, i.<CI><PI0>Imẽn Deus ekawẽn muwẽnuwẽn'ukat kuy tupmubararag̃ o'e(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.Deus ekawẽntup — io'e ip.<CM>"
40,2,7,"G̃ebuje Herodes itaybit cĩcãayũ o'tomuwã(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.kaxijẽmap eipi bewiayũ. Iba'arẽm o'tomuwã. Oajẽm ip, o'tomuwã buye.<CM>— Puju ixe kasopta o'jedaebapuk kabi be(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.eyeipi be? — i big̃ ma o'e(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.Herodes o'e.Kasopta muwẽnuwẽn o'e ip Herodes eju.<CM>"
40,2,8,"— Epeju Belém ka kay — Herodes o'e cebe ip. — Bekicat kudadam cĩcã epeju. Tobuxik puje, ixe awẽg̃ cuy epeyawẽg̃muwẽn owebe, owebe ijo am, ixe mubuyxin am — Herodes o'e itaybit cĩcãayũ be.Herodes pit bekicat mubuyxin ojuy g̃u.<CM>"
40,2,9,"<sup>(9(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.10)</sup> Herodes ekawẽn co buje, o'jẽm ip. Belém ka kay o'ju ip. Cucum pima, kasopta o'ju cewap ip. Icokcok cĩcã ip o'e waram, tajojom puye. Cum. Cum. Cum. O'jedaecũ. Bekicat tuk'a ase o'jedaecũ."
40,2,11,"Oajẽm ip uk'a kay. Oõm ip.<CM>G̃ebuje bekicat o'jojojo ip. Ixi eju osunuy bekicat(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.Maria eju. O'jẽg̃'aecõg̃cõg̃ ip bekicat topabe, imubuyxin am. Jebubut mũn'a o'yadomudip'uk ip. Ibubun o'g̃ũm ip Maria be. Ouro o'g̃ũm ip. Darut'a o'yaũm ip. Tade'oatup o'tupũm ip(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.mirradup. Soat o'g̃ũm ip bekicat peam.<CM>"
40,2,12,"Xet. O'jexeyxey ip, jexet pima.<CM>— Epeyepit g̃u juy Herodes kay — Deus o'e cexey bi.Imẽnpuye o'jepit ip jeipi kay wara'at e dag̃wi ma.<CM>"
40,2,13,"Itaybit cĩcãayũ ijẽm puje, Deus ekawẽn tojotjot'ukat o'jebapuk José kay(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.Maria itop kay. Ixet pima, jexey bi o'jebapuk. O'jekawẽn José eju.<CM>— Ecenapõn cuy Egito eipi kay — io'e José be. — Bekicat etujupa'um, ixi dak. Bomaku epesop cuy — i'e'em cebe. — Ajẽm puje, epesop cuy Egito eipi be, Herodes bekicat kudadam puye. Ixe kudadam je'e yaokam — io'e José be. — Emukuyjo buje, epeju juy Egito eipi bewi — io'e Deus ekawẽn tojotjot'ukat.<CM>— Hm hm — José o'e.<CM>"
40,2,14,"O'jenapõn. Egito eipi kay o'ju ip. Bekicat o'tujupa'um ixima dag̃, ixi dak.<CM>"
40,2,15,"Oajẽm ip. Osodop ip Egito eipi be Herodes itait pima, osodop ip. Ce'ũ buje, o'jepit ip jeka be.<CM>Deus ekawẽn muwẽnuwẽn'ukat cuk adi o'jekawẽn kuyjeayũ be.<CM><PI>Egito eipi bewi okpot otomuwã, i juk o'e Deus, io'e.<CI><PI0>Imẽn Deus o'e. Ipot muwẽnuwẽn o'e. Jesus muwẽnuwẽn o'e. José itait pima, Deus ja'õ mucũg̃ ãm o'g̃ug̃ẽ.<CM>"
40,2,21,"Aripit. O'jepit Israel eipi kay. Bekicat o'tujupit, ixi dak. O'jepit ip."
40,2,22,"Imẽnpit iparara o'e José Herodes ipot puxim(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.Arquelau buxim. Judéia eipi kukukan o'e Herodes'ũm tieg̃ Arquelau. José iboam itaybit pima, iparara o'e Judéia eipi be jajẽm am. Galiléia eipi be o'ju ip José jeparara pibun. O'ju ip, waram ma jexeyxey buye.<CM>— Eg̃uy g̃u juy Judéia eipi be — Deus o'e José be, jexeyxey bima.<CM>"
40,2,23,"Oajẽm ip Nazaré ka kay. Osodop ip Nazaré ka be, Judéia eipi be. Imẽn Deus ekawẽn muwẽnuwẽn'ukayũ juk o'e ip bekicat muwẽnuwẽn pima.<CM><PI>Nazaré ka wat je'bapuk xeku, i.<CI><PI0>Soat ma apẽn Deus ekawẽn muwẽnuwẽn'ukayũ o'e iap tag̃ o'jebapuk. Imẽnpit soat etabun xipat'ũm cĩcã osodop ip(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.Nazaré ka wat.<CM>"
40,3,1,"G̃ebujeat kabia João Batista o'ju. Judéia eipi be o'ju(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.Jordãodi be(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.uk'a'ũmat pe. O'ju, Jesus Nazaré ka be bima. Ipi juacat mutaybitbin oeku ixe João.<CM>"
40,3,2,— Epeyepere juy ikẽrẽat mug̃ẽg̃ẽap. Deus soat kukanap kabia jajẽm dao ma. Deus a'õbi ijoceyũ muju am jajẽm — io'e ipi juacat pe.<CM>
40,3,4,"\(\(-\)\{\(-\)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.\)\{Series\(\]\],\{\)<CM>"
40,3,5,"G̃ebuje isu ma Jerusalém ka watwat o'ju ip João kay. O'ju João ekawẽn a'ĩjo am. Soat Jordãodi wãbu korerenayũ dak o'ju, Judéia eipi beacat tak."
40,3,6,Soat ip o'jewemubatatisasan Jordãodi be. O'jewemubatisasan João be. O'g̃ubatisasan ixe João.<CM>— Deus etabun ikẽrẽat kug̃ oceju. Imẽnpit ikẽrẽat epere pin oce'e. Imẽnpuye ocemubatisasan cuy ece — io'e ip João be.Ijop ekawẽn muwẽnuwẽnayũ o'g̃ubatisasan João.
40,3,7,"Fariseuyũ cucum o'e ip jewemubatisasan Jordãodi be. Saduceuyũ dak cucum o'e ip.<CM>João o'jekawẽn cebe ip(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.Fariseuyũ be, Saduceuyũ be dak.<CM>— Deus xewi eyenapõn pin, eykay itakoma buye. Eyenapõn pin ikẽrẽat ipi cĩcãat puxixim. Abu jeymukũyjo eyenapõn ãm? — io'e. — Puybu'it'it buxim eyju. Wuye'ũap mubapukatpu buxim eyju — io'e. — Apẽn puybu o'jenapõn wuykat pewi wuykat mupik pima, imẽn tak eyenapõn pin Deus o'supi'ajoiat pewi — io'e."
40,3,8,"— Cũg̃ ma juy epeku soat etabun. Ikẽrẽat cuy epeyepere — io'e.Imẽn soat itaybit e'em ig̃uycũg̃ cĩcã ip ikẽrẽat e'e buye iam, g̃asũ cũg̃ ma je'ku ip iam tak.<CM>"
40,3,9,"— Tũibe Deus ipiat supi'ajoat g̃u wuywebe, wuyju Abraão naxeg̃ebitbit puye iãn purut eyju e'em — io'e João cebe ip. — Cedag̃ g̃u eyju jewag̃uydadam. Iba'ore g̃u Deus pe wita'a muwexat am Abraão naxeg̃ebitbiyũm, jekay kũyjobitayũm — io'e."
40,3,10,"— G̃axĩn ma o'a kukat jajẽm ya'a'e'ũmat'ip takat am, yop xik am daxa be — io'e. — Ixe buxim Deus tak g̃axĩn ma ipiat supi'ajoat kũyjobit'ũmayũ be, eywebe — João o'e.<CM>"
40,3,11,"— Wara'acat omuyku onomuju. Ixe obodi ma ya'õbuyxi. Soat podi ma ya'õbaca. Õn pit ajo peg̃ap g̃u cebeam? Cedag̃ g̃u kuka oce ixe a'õbuywatwat'ukan, obog̃ g̃u buye. Õn ma eymubatisasan idibi be. Ixe bit Deus biõg̃buk g̃uõm eywebe, ya'õ dag̃ eyeku am. Apẽn daxa be taixee mupik, imẽn tak Deus biõg̃buk pe ikẽrẽat g̃uy'ũ."
40,3,12,"Wuyju taixee xikxig̃ tumũntata mujẽm ãm taixee bewi. Tumũntata muxipanpan wuyju tamũn'a be. Taixee mupikpig̃ daxa be. Imẽnpuxim Deus kũyjobicayũ muwajejẽm kũyjobit'ũmayu xewi. Kũyjobicayũ ixe xe jeedop soat em. Kũyjobit'ũmayũ bit soat em ipiat supi'ajojo — João o'e cebe ip(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.Fariseuyũ be, Saduceuyũ be dak.<CM>"
40,3,13,"Jesus oajẽm Jordãodi be, ixe jemubatisaan João be. João bit ibu'u o'e Jesus mubatisasan.<CM>"
40,3,14,— Okay du ejut? — João o'e Jesus pe. — Õn g̃u bit. Ẽn acã juy ece omubatisan — io'e João Jesus pe.<CM>
40,3,15,"— G̃asũ ma — io'e João be. — Omubatisasan cuy ece. Imẽn cuy ace, cũg̃ ma wuyeku am Deus etabun.<CM>— Xipat — João o'e.O'g̃ubatisan.<CM>"
40,3,16,Idibi bewi o'jeu Jesus. Kabi ma o'jekoce. Pukaso jo'iat o'jojojo pupum(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.Ibiõg̃buk xipacat. Jesus kay oajẽm. Oõm Ibiõg̃buk xipacat cebe(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.Jesus pe.<CM>
40,3,17,G̃ebuje Deus o'jekawẽn kabi bewi.<CM>— Ite okpot(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.wemukukpinput — io'e. — Soat em ocokcok cĩcã cekay — Deus o'e.<CM>
40,4,1,"G̃axĩn ma Ibiõg̃buk xipacat Jesus o'tujowat uk'a'ũmat pe. O'tujowat, ibiõg̃buk kẽrẽayũ kukukat pe ibuyxijo am."
40,4,2,Uk'a'ũmat pe osunuy Jesus ade kabia(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.40 kabia. 40 ixima dak osunuy. Jekõnkõn g̃u osunuy. Repi'ajojom cĩcã osunuy.<CM>
40,4,3,"Ibiõg̃buk kẽrẽayũ kukukat oajẽm Jesus kay.<CM>— Jesus — io'e. — Deus ipot ẽn pima, a'õbi ma wita'a juy eyamuwexat pão'am, ere jĩjã buye — io'e.<CM>"
40,4,4,"— Ap! — io'e. — Imẽn e'em Deus ekawẽntup:<CM><PI>Wuyetabẽg̃ wuyxat o'om puye g̃u(-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e. (-)\{(-)<CM>—\{Okukukat\{—\{io'e.\{—\{G̃asũ\{õn\{iju\{jojom\{—\{io'e.\{—\{Soat\{taxijo\{am\{etaẽiat\{cocom\{õn\{—\{io'e.Deus wuymutaicin puye, i. Wuyju jekukum, Deus a'õbuyxi buye acã, i — io'e Jesus.<CM>"
